CAZyme	ART45	ART46	ART47	ART48	ART49	ART50	CIGOMA4	CIGOMD18	DELGOM54	DELGOM55	DELGOM56	DELGOM57	DELGOM58	DELGOM59	DELGOM60	DSANT06	DSANT08	DSANT09	DSANT11	DSANT95	GBGOC44	GBGOC45	GBGOC47	GYRPAC92	HRSPAC47	HRSPAC64	HRSPAC65	KJGOM4	KJGOM5	KJGOM6	KOR52	KOR58	LOKART30	LOKART60	LOKART62	LOKART95	MARPAC23	SMMPAC33	SMMPAC46
GH114	1.41948	1.23759	1.37692	0.628603	0.221282	0.679991	0.273694	0.952165	0	0	1.52135	0	0	1.9892	1.80864	7.53753	4.63116	4.91341	4.81917	7.03348	14.4101	12.897	18.3709	0	4.79404	4.81415	0	0.517544	0.550131	0.597061	1.13186	0	6.24232	3.31654	4.86749	3.38074	3.2711	3.82775	1.42713
GH115	0	0.0687547	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51251	0.356243	1.22835	0	0.781498	0.228732	0.257941	0.322296	0	0	0.43765	0	0	0	0	0.251525	1.13274	1.08562	0	0.434597	0.422592	0	0.325766	0
GH116	0.15772	0.206264	0.0860576	0.419069	0	0.339995	0	0.714124	0	0	0.507118	0	0.547377	0	0	2.87144	2.84995	1.22835	0.74141	0	3.43097	1.80559	3.86755	0	0.799006	1.53177	0	0	0	0.597061	0.754575	0	4.47819	2.11053	2.60758	1.83123	0	2.52469	0.951423
GH117	0.55202	0.550038	0.344231	0.209534	0	0.339995	0	1.90433	0	0.734247	0.507118	0	0	0.663065	0	23.3304	10.6873	9.51974	0.74141	3.12599	2.05858	1.2897	0.805739	0	0	2.40707	0	0	0.825197	3.58237	8.67762	0.56637	3.12116	1.50752	3.73754	2.11296	0	3.82775	5.23283
GH119	0	0	0	0.209534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.457463	0.773822	0.322296	0	1.59801	0.43765	0	0	0	0	0	0	0	0	0	0	0	0	0
GH12	0	0	0	0	0	0	0	0	0	0	0.507118	0	0	0	0	0	0	0	0	0.390749	0.914926	0.257941	0.161148	0	0	0	0	0	0.275066	0.597061	0	0	0.271405	0	0	0	0	0.244325	0.237856
GH120	0.3943	0.206264	0	0	0	0	0	1.19021	0	0	0	0	0	0	0	5.38395	3.56243	2.14962	1.11212	1.17225	0.686195	0.515882	1.12803	0	0.799006	1.09412	0	0	0.825197	1.19412	1.88644	0	5.56381	1.20602	1.39071	1.9721	0	2.11748	0.713567
GH121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.781498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH123	0.15772	0.0687547	0.0860576	0	0.221282	0.339995	0	1.90433	0	0.367124	0	0	0	0	0	5.74288	1.78122	1.84253	1.85353	0.781498	4.57463	2.83735	0.805739	0	0.799006	1.53177	0	0	0.275066	1.49265	1.25763	0	3.52827	6.03008	2.60758	1.40864	0	0.732974	0.475711
GH125	0.0788599	0	0	0	0	0	0	0.714124	0	0	0	0	0	0	0	1.07679	0	0	0.370705	0	0.228732	0	0.322296	0	0.799006	0.656475	0	0	0.275066	0	0.377288	0.56637	0.135703	0	0.0869195	0	0	0	0
GH126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257941	0	0	0.799006	0	0	0	0	0	0	0	0	0	0.0869195	0	0	0.0814416	0
GH127	0.23658	0.206264	0.172115	0.209534	0.221282	0.169998	0	3.57062	0.570015	1.10137	0.507118	0	0.547377	0	1.80864	8.25539	4.63116	5.52759	2.96564	0.781498	5.03209	3.86911	6.12362	0	3.19602	5.03297	0.942847	0	1.92546	3.8809	4.65321	1.13274	10.5848	3.01504	9.90882	7.74753	0	8.06272	4.2814
GH128	0.31544	0.275019	0.344231	0	0	0.509993	0.273694	0	0	0	0	0	0	0	0	0.71786	0	0.921265	0.370705	0.781498	0.457463	0.257941	0.483443	0	0	1.31295	0.942847	0.258772	0.275066	0	0.377288	0.56637	0.814216	0.301504	0.434597	0.422592	0	1.14018	0
GH129	0	0	0	0	0	0	0	1.90433	0	0.367124	0	0	0	0	0	0.35893	0.356243	0.307088	0	0.390749	1.14366	1.03176	0.966887	0	0	0	0	0	0.825197	2.38825	0.377288	0	1.22132	3.31654	1.73839	1.54951	0	1.14018	0.713567
GH13	0.709739	0.275019	0.430288	0	0.221282	0.339995	0	0.238041	0	0	0	0	0	0	0	6.10181	4.63116	3.68506	1.48282	6.64273	10.0642	6.70646	16.9205	0	6.39205	8.31535	2.82854	0	0.825197	0.597061	4.52745	3.96459	1.35703	0.603008	0.869195	0.563456	0.654221	1.71027	1.18928
GH130	0.23658	0.275019	0.258173	0	0.442565	0.509993	0	0.714124	0.570015	1.10137	1.52135	1.11205	1.09475	0.663065	0	5.38395	3.56243	5.2205	1.48282	3.90749	3.20224	3.09529	0.966887	0	5.59304	3.5012	0.942847	0	0.275066	2.68678	2.51525	0.56637	1.35703	1.80902	1.47763	0.845185	0.654221	0.977299	2.61641
GH133	0.0788599	0	0	0	0	0	0	0.476083	0.570015	0.367124	1.01424	0	1.09475	1.32613	0.602881	0.35893	0.712486	0.307088	1.85353	0.781498	2.05858	1.54764	1.12803	0	0.799006	0.656475	0	0	0.275066	1.19412	0.628813	1.13274	0.271405	0.603008	0.521517	0.422592	0	0.407208	1.18928
GH135	0.23658	0	0.258173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.370705	0	1.14366	0.773822	0.161148	0	0	0.218825	0	0	0	0.298531	0	0.56637	0.135703	0	0.347678	0.140864	0	0.0814416	0
GH136	0.23658	0.275019	0.344231	0.209534	0	0.679991	0	2.61845	0	0	0.507118	0	0	0	0	3.5893	1.78122	1.22835	1.85353	0.781498	4.57463	4.12705	3.22296	0	0.799006	5.68945	1.88569	0.258772	2.20053	2.98531	2.64101	2.83185	8.41356	0.301504	4.51981	2.95815	1.30844	3.3391	2.37856
GH137	0.0788599	0.137509	0	0	0.221282	0.169998	0	0.238041	0	0.367124	0	0.370685	0	0	0	2.15358	1.42497	0.921265	0.370705	0.781498	0.914926	2.06353	1.28918	0	0	1.53177	0	0	0.550131	0.597061	1.63491	0	0.814216	0.603008	0.782275	0.140864	0	1.62883	0.713567
GH138	0.0788599	0.0687547	0	0	0	0.339995	0	0.952165	0	0	0	0	0	0	0	10.7679	1.42497	0.921265	0.370705	0.781498	0.686195	0.257941	1.61148	0	0	0	0	0	0.825197	1.49265	3.0183	0.56637	4.74959	2.41203	2.08607	1.69037	0	1.22162	0.951423
GH139	0	0	0	0	0	0	0	0.476083	0	0.367124	0	0	0	0	0	4.30716	2.4937	1.53544	0.74141	0.390749	0.686195	0	0.644591	0	1.59801	1.53177	0	0	0.275066	0.597061	1.38339	0	3.93538	1.50752	3.04218	1.83123	0	0.814416	0.951423
GH13_1	0.0788599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307088	0.370705	0	0.686195	0	0.805739	0	1.59801	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH13_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0.663065	0.602881	6.46074	1.78122	5.52759	1.85353	0.390749	4.57463	1.80559	7.73509	0	3.19602	2.18825	0	0	0	0	0.251525	0	0.407108	0	0.521517	0	0	0.407208	0.475711
GH13_11	0.31544	0.0687547	0.258173	0	0.221282	0.169998	0	0	0	0	0	0	0	0	0	0	0.356243	0.307088	0.74141	0.390749	0.228732	0	0.322296	0	0	0	0	0	0.275066	0	0.50305	0	0	0	0	0	0	0.162883	0.475711
GH13_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH13_13	0.0788599	0	0	0.628603	0	0	0	0	0	0	0	0	0	0.663065	0.602881	0	0	0	0	1.563	0.457463	0.515882	0.805739	0	0	0.218825	0	0	0	0	0.880338	1.13274	0	0	0	0	0	0	0
GH13_14	0.15772	0	0	0	0	0	0	0.238041	0	0	0	0	0	0	0	1.79465	1.06873	0.921265	0	2.73524	1.82985	1.03176	3.7064	0	6.39205	0.43765	0	0	0	0.597061	0.251525	0	0.407108	0.603008	0.0869195	0.140864	0	0.162883	0
GH13_16	0	0	0	0	0.221282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.390749	0	0	0	0	0	0	0	0	0	0	0.125763	0	0.135703	0	0	0.140864	0	0	0
GH13_18	0.0788599	0.0687547	0	0	0	0	0	0	0.570015	0	0	0	0	0.663065	0	0.35893	0	0.307088	0	0	0	0.257941	0.483443	0	0	0.43765	0	0	0	0	0.125763	0	0	0	0.0869195	0.140864	0.654221	0.0814416	0.237856
GH13_19	0.3943	0.137509	0.258173	0.209534	0.221282	0.509993	0	0	0	0	0	0	0	0	0	6.10181	3.56243	4.91341	0.370705	4.68899	0	0	1.45033	0	1.59801	2.6259	0	0	0	0	0.880338	0	0.135703	0	0	0	0.654221	0.244325	0.475711
GH13_2	0.55202	0.0687547	0.172115	0.209534	0	0.509993	0	0.238041	0	0	0	0	0	0	0	0	0.356243	0.614177	0.370705	0	0.228732	0.515882	1.12803	0	0	0.43765	0	0	0	0	1.0061	2.26548	0.135703	0	0	0.140864	0	0	0
GH13_20	0.31544	0	0	0	0	0	0	0.476083	0	0	0	0	0.547377	0	0.602881	2.87144	1.06873	2.14962	1.11212	1.95374	4.3459	3.35323	4.99558	0	1.59801	4.15767	0	0	0.550131	0	1.0061	0.56637	0.54281	0.301504	0.173839	0.281728	0	1.22162	1.42713
GH13_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218825	0	0	0	0	0	0	0	0	0	0	0	0	0
GH13_23	0.15772	0.206264	0.172115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307088	0	0.390749	0.228732	0.257941	0	0	0.799006	0.43765	0	0	0	0	0.628813	0	0	0	0.173839	0.140864	0	0	0
GH13_24	0	0	0	0	0	0	0	0.238041	0	0	0	0	0	0	0	0	0	0	0	0	0	0.515882	0.322296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH13_26	0	0	0	0	0	0.169998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218825	0	0	0	0	0.125763	0	0.135703	0	0	0	0	0	0
GH13_27	0	0.0687547	0	0.209534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH13_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73524	0	0	0	0	0.799006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH13_3	0.0788599	0	0.0860576	0	0	0	0	0	0	0.734247	0	0.370685	0	0.663065	0	0.35893	0	0.614177	0.370705	0.390749	0.228732	0.257941	0	0	1.59801	1.31295	0	0	0	0	0.377288	0.56637	0	0	0.173839	0.140864	0	0.244325	0.237856
GH13_31	0.0788599	0	0.0860576	0.209534	0.221282	0	0	0	0	0	0	0	0	0	0	0	0.712486	0.614177	0.370705	0.390749	0	0	0	0	0	0.218825	0	0	0	0	0	0.56637	0	0	0	0	0	0	0
GH13_32	0.709739	0.206264	0	0	0	0	0	0.238041	0	0	0	0	0	0	0	0	0.356243	0.614177	0	0.781498	0	0	0	0	0.799006	0.218825	0	0	0	0	0.50305	2.83185	0	0	0	0	0	0	0
GH13_33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.781498	0	0	0	0	0	0	0	0	0	0	0	0	0.54281	1.20602	0.521517	0.281728	0	0	0
GH13_36	0.55202	0.206264	0.0860576	0	0.221282	0.509993	0	0.476083	0	0	0.507118	0	0.547377	1.32613	3.01441	1.07679	2.13746	1.53544	3.33635	2.34449	2.28732	2.06353	5.31788	0	12.7841	3.06355	0	0	0	0	2.38949	0.56637	0.678513	0.301504	0.521517	0.281728	0	1.62883	0.951423
GH13_37	0	0.0687547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93377	0	0	0	0	0	0.275066	0	0	0	0	0	0	0	0	0	0
GH13_38	0.867459	0.550038	0.0860576	0	0.442565	0.509993	0	0	0	0	0	0	0.547377	0.663065	0.602881	7.53753	4.63116	6.44886	1.11212	1.95374	0.228732	0	0.644591	0	3.19602	2.18825	0	0	0	0	1.76068	1.69911	0	0	0	0.140864	0	0.488649	0.713567
GH13_39	0	0	0	0	0	0	0	0	0	0	0.507118	0	0	0	0	0	0	0	0	0.781498	0.228732	0.515882	0.805739	0	0	0.218825	0	0	0	0	0	0	0	0	0	0.140864	0	0	0
GH13_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35893	0	0.307088	0	0.390749	0	0	0	0	0	0.218825	0	0	0	0.298531	0.50305	0.56637	0	0	0	0	0	0	0
GH13_41	0	0	0	0	0	0	0	0.238041	0	0	0	0.370685	0	0	0	0	0.356243	0	0.370705	0.390749	0	0	0	0	3.19602	0	0	0	0	0	0.251525	0	0	0	0	0	0	0	0
GH13_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.370705	0.390749	0	0	0.805739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH13_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.370705	0	0.686195	0.257941	0.161148	0	0	0	0	0	0	0	1.25763	0.56637	0	0	0	0	0	0.0814416	0
GH13_6	0	0	0	0.209534	0	0	0	0	0	0	0.507118	0	0.547377	0.663065	0.602881	0	0	0	0.370705	0	0.457463	0	0	0	0.799006	0	0	0	0	0	0.377288	0	0	0	0	0	0	0.0814416	0
GH13_7	0.0788599	0	0.0860576	0	0	0	0	0.714124	0	0	0	0	0	0	0	0	0	0.614177	0.74141	1.563	0.686195	0.515882	1.12803	0	0.799006	0.218825	0	0	0	0	0.251525	0	0	0.301504	0.347678	0.704321	0	0.162883	0
GH13_8	0.0788599	0	0	0	0	0.169998	0	0	0	0	0	0	0	0	0	0	0.356243	0.307088	0	0	0	0	0	0	0	0	0	0	0	0	0.125763	0	0	0	0.0869195	0	0	0	0
GH13_9	0.15772	0	0.0860576	0.419069	0	0.169998	0.273694	0	0	0	0	0	0	0	0	0.35893	0.356243	0	0	1.563	0	0	1.12803	0	0	0	0	0	0	0.298531	0.125763	0	0.135703	0	0.173839	0	0	0	0
GH14	0.23658	0	0	0	0	0	0	0.238041	0	0	0	0	0	0	0	0	0	0	0.370705	0	0	0	0.161148	0	0	0.43765	0	0	0	0	0	0	0.54281	0	0	0	0	0	0
GH140	0.15772	0	0.258173	0	0	0	0.821082	2.38041	0	1.10137	2.02847	0.370685	0.547377	0.663065	2.41153	8.25539	3.20619	1.84253	2.59494	6.25198	3.65971	1.54764	5.64017	0	0.799006	5.03297	0	0	1.65039	3.28384	8.17457	1.13274	6.37802	3.31654	4.17213	3.38074	0	4.64217	4.99497
GH141	0.55202	0.412528	0.258173	0.209534	0.442565	0.339995	0	3.80866	0	0	0.507118	0.370685	0.547377	0	1.20576	16.8697	6.05613	5.83468	1.85353	1.563	9.14926	6.19058	5.47903	0	3.19602	5.03297	0	0.258772	2.47559	5.07502	4.40169	2.26548	22.5266	5.72857	12.2556	6.90234	0	8.30704	2.37856
GH142	0.23658	0.343774	0	0.209534	0	0.509993	0	0.714124	0	0.734247	0	0	0	0	0	1.43572	0	3.07088	0	0.390749	0.686195	1.03176	0.322296	0	0	0.218825	0	0	0.825197	0	1.25763	0	0.54281	0.603008	1.21687	0.563456	0	0.488649	0.237856
GH143	0.31544	0.0687547	0	0	0.221282	0.169998	0	0	0	0	0	0	0	0	0	1.07679	0.712486	1.22835	0.74141	0.390749	0	0	0	0	0	0	0	0	0	0.895592	1.25763	0	0.271405	0	0.869195	1.69037	0	0.162883	0.951423
GH144	0.630879	0.481283	0.0860576	0	0	0.509993	0	1.42825	0	0.367124	1.52135	0	0.547377	1.32613	2.41153	3.94823	3.91868	4.29924	4.07776	8.20573	6.17575	5.41676	3.86755	0	11.1861	6.1271	6.59993	0	0.550131	1.19412	2.13796	0.56637	2.03554	1.20602	1.12995	1.12691	0	1.87316	3.80569
GH145	0.3943	0.206264	0.344231	0	0	0	0	2.61845	0	2.56987	1.01424	0.370685	1.09475	0.663065	1.20576	1.43572	1.42497	1.84253	3.33635	1.17225	1.82985	2.06353	1.28918	0	0	0.43765	0	0	2.75066	4.17943	3.89864	1.69911	2.71405	2.71353	3.1291	0.986049	0.654221	2.60613	2.61641
GH146	0.0788599	0	0	0	0	0	0	1.19021	0	0.367124	0.507118	0	0	0	0	3.23037	1.78122	4.29924	1.11212	0	2.05858	1.54764	0.644591	0	0	0.218825	0	0	1.10026	2.38825	1.50915	1.13274	3.93538	0.904511	4.78057	3.5216	0	2.85045	0.713567
GH147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71786	0.356243	0.614177	0	0	0	0	0.161148	0	0	0	0	0	0	0	0.125763	0	0.271405	0	0.0869195	0.281728	0	0.162883	0
GH148	0.31544	0.206264	0	0	0	0.169998	0	3.09454	1.14003	2.20274	0	1.11205	0.547377	0.663065	0.602881	0.35893	0.356243	0.614177	1.11212	0	5.48956	4.90087	1.45033	0	0.799006	1.31295	0	0	1.65039	3.28384	1.13186	0.56637	4.74959	3.91955	4.78057	3.09901	0	2.9319	2.61641
GH149	0.0788599	0.137509	0.0860576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH15	0.23658	0.687547	0.258173	0.628603	0.442565	0.169998	1.64216	1.19021	0.570015	1.10137	0.507118	0.741369	0.547377	0	0.602881	0.71786	1.06873	0.614177	0	1.17225	0.914926	1.2897	0.483443	0.944064	1.59801	0	0	1.55263	1.65039	1.19412	0.50305	1.69911	1.35703	0.301504	0.956114	1.26778	1.30844	0.244325	0.475711
GH150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35893	0	0.307088	0	0	0.228732	0.257941	0.161148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325766	0
GH151	0.0788599	0	0.0860576	0	0.221282	0.169998	0	2.14237	0	0.734247	1.01424	0	0	0.663065	0.602881	6.46074	3.91868	0.921265	1.48282	0.390749	0.914926	0.773822	0	0	0	0.43765	0	0.258772	1.10026	2.08972	4.90474	0	4.34248	3.31654	3.1291	2.67642	0	1.62883	0.951423
GH152	0.15772	0.137509	0	0	0.221282	0.509993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271405	0	0.0869195	0	0.654221	0.0814416	0
GH153	0.15772	0.550038	0.344231	0.209534	0.442565	0.339995	0.273694	0.238041	0	0	0.507118	0	0	1.32613	0.602881	0	0.356243	0.307088	0	1.95374	2.05858	1.80559	1.28918	0	0.799006	0.218825	0	0	0.275066	0	0	3.39822	0.135703	0	0	0	0.654221	0.244325	0
GH154	0.0788599	0	0	0	0.221282	0	0	0	0	0	0	0	0	0.663065	0.602881	0.35893	0	0	0	0.390749	0.228732	0.515882	0	0	0	0.656475	0	0	0	0.298531	0	0	0.54281	0	0.0869195	0	0	0	0.237856
GH156	0.0788599	0.137509	0.344231	0	0	0.339995	0	0.714124	0	0	0	0	0	0	0	0.71786	0	0	0	1.17225	1.14366	0.257941	0	0	0	1.31295	0	0	0	0	0.377288	0	5.4281	3.61805	4.78057	1.40864	0.654221	0.488649	0.475711
GH157	0.23658	0.275019	0.172115	0	0.221282	0.339995	0	0	0	0	0.507118	0	0	0	0	1.79465	0.356243	1.84253	0.370705	0.390749	0.914926	1.2897	0.483443	0	1.59801	0.218825	0	0	0	0	0.377288	0.56637	0.271405	0	0	0.140864	0	0.0814416	0.237856
GH158	7.33397	5.22536	2.40961	2.72395	5.08949	6.96991	0	0.952165	0.570015	0	0.507118	1.11205	0	0	0.602881	17.2286	14.9622	15.9686	7.78481	4.29824	2.97351	5.93264	1.61148	0	3.19602	3.28237	0.942847	0	0.825197	0.298531	8.17457	16.9911	1.76413	1.50752	0.347678	0.986049	0	0.895857	0.237856
GH159	0.0788599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35893	0.356243	0.307088	0	0	0	0	0.161148	0	0	0.218825	0	0	0.550131	0	0.754575	0	0.271405	0.301504	0	0.281728	0	0.325766	0.237856
GH16	0.630879	0.343774	0.344231	0.628603	0.442565	0.339995	0	0.238041	0	0	0	0	0	0	0	2.87144	1.06873	0.307088	0.370705	0.781498	1.14366	0.773822	1.93377	0	0	0.8753	0	0	0	0.298531	1.25763	3.96459	0.135703	0.301504	0.260758	0.140864	0	0	0.237856
GH160	0	0	0	0	0	0	0	0.238041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301504	0	0	0	0	0
GH163	0.23658	0.412528	0.688461	0.209534	0.221282	0.679991	0	2.38041	0	0.367124	0.507118	0.370685	0.547377	0	0	5.38395	2.4937	3.07088	0.370705	3.12599	8.0056	3.86911	5.31788	0	4.79404	4.81415	0	0	0.550131	2.38825	2.13796	0	6.92083	5.42707	5.73668	4.22592	0	2.36181	0.951423
GH164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35893	0	0.307088	0	0	0	0	0	0	2.39702	0.8753	0	0	0	0	0.251525	0	0.135703	0	0.0869195	0.140864	0	0.162883	0
GH165	0.23658	0.756302	0.602403	0	0.663847	0.339995	0.547388	4.28474	0	0	0	0	0	0	0	2.51251	1.42497	2.45671	1.11212	3.90749	4.57463	1.80559	2.90066	0	0	3.72002	0	0.258772	1.10026	1.49265	2.76678	0.56637	12.3489	5.42707	8.9527	4.78938	0	5.70091	2.85427
GH166	0	0.206264	0.258173	0	0	0	0.273694	0	0	0	0.507118	0	0	0.663065	0	0.71786	1.06873	2.7638	0	2.73524	5.48956	3.61117	2.09492	0	3.19602	1.31295	0.942847	0.258772	0.825197	0	0.251525	0	1.35703	0	0.521517	0.140864	1.30844	0.244325	0.237856
GH167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228732	0.257941	0.161148	0	0	0	0	0	0	0	0.251525	0	0.54281	0.301504	0.173839	0	0	0.0814416	0
GH168	0.15772	0.412528	0.430288	0	0	0.169998	0	0.238041	0	0	0	0	0	0	0	2.51251	0	0	0.370705	0.390749	2.74478	2.83735	0.322296	0	0.799006	0.43765	0	0	0	0.597061	0.628813	1.13274	2.44265	0.603008	0.608436	0.422592	0	0.162883	0.237856
GH16_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125763	0	0	0	0	0	0	0.162883	0
GH16_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.942847	0	0.275066	0	0	0	0	0	0	0	0	0.162883	0.237856
GH16_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07679	0	0.307088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH16_12	0	0	0	0	0	0	0	0.238041	0	0	0	0	0	0	0	6.81967	2.84995	1.22835	0	0.390749	0	0	0	0	0	0	0	0	0	0.298531	0.377288	0	0	0	0	0	0	0.0814416	0.237856
GH16_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87144	1.06873	0.921265	1.11212	0.781498	0	0	0	0	0	0	0	0	0	0	0	0	1.22132	0	0.956114	0.281728	0	0	0
GH16_14	0	0	0	0	0	0	0	1.66629	0.570015	0.734247	0	0.741369	0	0	0	1.43572	0.356243	0.307088	0.370705	0	0	0.257941	0.483443	0	0	0	0	0	0.550131	1.79118	0.754575	0	1.62843	0	1.30379	0.704321	0	0.814416	0.237856
GH16_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125763	0	0	0	0	0	0	0	0
GH16_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125763	0	0	0	0	0	0	0	0
GH16_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307088	0	1.17225	0	0	0	0	0	0	0	0	0	0	0.50305	0	0	0	0.0869195	0	0	0	0
GH16_21	0.55202	0.618793	0.516346	0.419069	0.221282	1.01999	0.273694	0	0	0.367124	0	0	0	0	0	0.35893	0.356243	1.84253	0	1.95374	0.457463	0.515882	0.322296	0	0	0.218825	0	0.517544	0.550131	0.298531	0.628813	0.56637	0.678513	0.603008	0.434597	0.140864	0.654221	0.0814416	0
GH16_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228732	0	0.161148	0	0	0	0	0	0	0	0	0	0	0	0.0869195	0	0	0	0
GH16_24	0.0788599	0	0	0.209534	0	0	0	0	0	0	0	0	0	0	0	0.35893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.407108	0	0	0	0	0	0
GH16_25	0	0.0687547	0	0	0	0	0	0	0	0	0	0	0.547377	0	0	1.07679	1.06873	0	0	0	2.28732	1.80559	1.45033	0	0	0.656475	0	0	0	0.298531	0.50305	0	0	0	0.0869195	0	0	0	0.951423
GH16_26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23037	0.712486	0	0.370705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH16_3	13.8005	9.48815	5.33557	2.72395	9.07258	10.3699	1.36847	4.28474	2.85008	2.56987	1.52135	2.59479	2.73689	1.32613	0	60.6592	47.7366	61.4177	24.8372	29.6969	6.40448	4.90087	11.4415	0	10.3871	9.84712	3.77139	1.8114	3.85092	7.16474	24.901	31.7167	5.4281	3.31654	4.95441	2.53555	0.654221	6.84109	4.99497
GH16_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0814416	0
GH16_5	0	0.275019	0	0	0.221282	0.169998	0	0.238041	0	0	0	0	0	0	0	0	1.06873	3.99215	0	4.68899	0.228732	0.257941	0.483443	0	0	0	0	0	0	0	0.125763	0	0.135703	0	0.173839	0.140864	0	0.162883	0
GH16_7	0	0	0	0	0	0	0	0.714124	0	0.367124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298531	0	0	0.271405	0	0	0	0	0	0.237856
GH17	0.23658	0	0.172115	0	0.221282	0.339995	0	0.476083	0	0	0	0	0	0	0.602881	5.38395	2.84995	3.07088	2.59494	1.563	1.14366	1.2897	0.966887	0	3.19602	1.53177	0	0	0.275066	0	1.50915	1.69911	0.678513	0	0.260758	0.281728	0	0.325766	0.475711
GH18	2.99668	1.85638	0.946634	2.93348	2.87667	2.88996	0.547388	0.952165	0	0	1.01424	0	1.64213	1.32613	1.20576	10.7679	4.27492	6.44886	2.96564	7.42423	10.2929	8.76999	14.8256	0	6.39205	6.56475	0.942847	0.517544	0.275066	0.298531	3.89864	1.69911	7.73505	2.41203	3.9983	2.39469	1.30844	3.74631	1.90285
GH19	0	0.0687547	0	0.209534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12803	0	0	0	0	0	0	0	0	0	0.271405	0	0.260758	0.281728	0	0.0814416	0
