CAZyme	ART45	ART46	ART47	ART48	ART49	ART50	CIGOMA4	CIGOMD18	DELGOM54	DELGOM55	DELGOM56	DELGOM57	DELGOM58	DELGOM59	DELGOM60	DSANT06	DSANT08	DSANT09	DSANT11	DSANT95	GBGOC44	GBGOC45	GBGOC47	GYRPAC92	HRSPAC47	KJGOM4	KJGOM5	KJGOM6	KOR52	KOR58	LOKART30	LOKART60	LOKART62	LOKART95	MARPAC23	SMMPAC33	SMMPAC46
GH1	7.80713	8.38808	9.46634	4.81929	9.29386	8.66988	9.85299	14.0444	2.85008	18.7233	19.2705	5.18958	21.3477	25.1965	19.2922	24.7662	29.2119	27.0238	26.6908	105.893	46.2038	43.592	25.4614	0.236016	15.1811	5.43421	9.90236	12.5383	15.343	12.4601	30.5331	12.3617	27.5535	25.0738	3.92532	20.849	21.1692
GH10	4.7316	5.98166	5.85192	3.56208	5.08949	4.24994	3.01063	26.6606	16.5304	22.7617	15.7206	15.1981	10.9475	7.29372	10.249	58.5056	35.2681	50.6696	20.3888	28.5247	20.8146	19.0876	13.053	0.708048	15.1811	2.84649	22.8304	30.4501	30.183	23.2212	17.9127	17.7887	21.1214	20.0027	3.92532	24.2696	23.072
GH100	0.55202	0.550038	0.258173	0.628603	0.442565	0.339995	0	0.476083	0	0	0	0	0	0	0	0.35893	1.42497	0	0.74141	2.73524	1.37239	2.32147	0.483443	0	0.799006	0.258772	1.10026	0.597061	4.52745	6.23007	0.949918	0.301504	0.521517	0.704321	0.654221	0.325766	0.475711
GH101	0.0788599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71786	0.356243	1.22835	0	0.781498	0	0	0.161148	0	0	0	0	0	0	0	0.54281	0	0.0869195	0	0	0.0814416	0
GH102	19.0841	17.7387	15.7485	16.1341	18.1452	17.6798	34.2118	22.3759	22.2306	17.6219	17.242	24.8359	18.0635	17.2397	14.4692	19.7411	20.6621	19.9607	19.6474	26.1802	18.0698	19.8614	31.4238	9.91267	35.9553	25.6184	22.8304	17.0163	24.2722	38.5132	9.49918	18.3917	13.7333	14.2273	29.4399	19.3831	22.5963
GH103	68.3716	58.9916	47.5038	53.0122	60.1888	66.4691	41.3278	21.4237	18.8105	16.5206	8.621	23.7238	7.11591	7.95678	10.249	54.1984	59.8489	66.9453	25.9494	121.914	23.1019	17.7979	38.5143	14.869	63.9205	39.8509	22.5554	10.4486	56.3416	101.38	13.5703	8.44211	14.3417	15.4951	56.263	15.311	16.412
GH104	0.15772	0.137509	0	0	0	0	0	0	0.570015	0.367124	0	0	0	0	0	0	0	0	0	0	0	0	0.322296	0.236016	0.799006	0	0	0	0.125763	7.36282	0.135703	0	0.173839	0.281728	0	0.895857	1.18928
GH105	9.06889	7.83804	6.45432	3.14302	3.98308	6.11992	5.47388	6.9032	7.4102	8.07672	4.05694	5.93095	6.02115	2.65226	4.22017	37.6876	27.4307	32.2443	14.8282	15.63	8.0056	7.48028	15.9536	1.4161	3.99503	5.43421	8.52703	19.4045	28.9254	15.292	11.5347	6.63308	12.6033	10.0014	7.85065	15.311	20.6934
GH106	3.86414	3.57525	2.2375	0.209534	0.885129	2.54997	0	8.09341	1.71005	2.56987	2.02847	0.741369	0.547377	1.32613	1.80864	59.9413	23.1558	26.1025	12.604	3.90749	25.1605	15.2185	25.4614	0	6.39205	0.517544	3.30079	10.15	25.1525	4.53096	26.1906	10.5526	19.2961	16.0585	0	28.586	23.072
GH107	0.31544	0.275019	0.430288	0	0	0.339995	0	0	0	0	0	0	0	0	0	1.43572	0	0	0.370705	0	0	0	0.161148	0	0	0	0	0.597061	0.50305	0	0.407108	0	0.434597	0.140864	0	0.162883	0
GH108	5.75677	4.05653	5.93798	4.19069	1.54898	2.54997	2.46325	6.66516	6.84018	3.30411	0.507118	4.07753	3.83164	2.65226	1.80864	1.79465	3.91868	5.2205	5.93128	20.7097	5.71829	7.99616	12.8918	2.36016	12.7841	3.10526	8.8021	10.4486	4.65321	13.0265	39.2181	18.9947	17.1231	38.8785	0.654221	10.0988	2.61641
GH109	75.2324	82.6432	91.5653	43.3736	47.797	71.0591	70.8868	281.841	170.435	285.622	217.553	182.006	174.613	183.669	198.348	329.139	257.92	253.655	243.924	145.359	352.704	309.529	173.878	34.2223	115.057	87.9824	196.397	345.102	232.787	68.5308	246.707	287.333	301.437	231.158	123.648	277.309	287.568
GH11	0	0.0687547	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79465	0.356243	0.307088	0	0.390749	0	0	0.161148	0	0	0	0	0	0.125763	0	0	0	0	0	0	0.0814416	0.237856
GH110	1.10404	1.23759	0.344231	0	0.442565	1.69998	0	1.19021	0	0	0	0.370685	0	0	0	9.33218	3.56243	9.82683	1.85353	3.51674	1.60112	1.54764	4.83443	0	1.59801	0	1.10026	0	4.90474	6.23007	3.25686	1.50752	2.08607	4.36679	0	3.9092	2.37856
GH111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307088	0	0	0.914926	0.257941	1.77263	0	0	0	0	0	0	0	1.49273	0	0.173839	0	0	0.325766	0
GH112	0.0788599	0	0	0	0	0	0	0.238041	0	0	0.507118	0	0	0.663065	0	0.35893	0	0.614177	0	8.59648	0	0	0	0	0	0	0	0.597061	0.125763	0.56637	1.22132	0.301504	0.260758	0.845185	0	0.325766	0.237856
GH113	16.7972	18.22	22.5471	11.7339	15.4898	12.2398	27.9168	14.5205	18.8105	13.5836	7.09965	16.3101	9.85279	15.2505	10.249	24.7662	16.7434	29.4805	11.4919	14.8485	26.5329	28.1155	10.6358	8.26056	5.59304	19.4079	20.905	13.1354	19.619	9.06193	14.1131	10.5526	16.5147	13.1004	38.599	11.809	10.2278
GH114	8.75345	7.35676	8.86394	4.40022	2.21282	4.24994	2.73694	4.99887	3.42009	6.60823	13.6922	5.56027	12.5897	21.8812	15.6749	23.3304	23.8683	22.1104	20.3888	17.193	30.65	30.1791	36.0971	4.01227	10.3871	3.36403	6.05144	7.46327	4.27593	0	13.2989	11.1556	12.6902	8.59271	12.4302	11.9719	9.98994
GH115	0	0.137509	0	0	0.221282	0	0	0.952165	0	0	0	0	0	0	0	4.30716	1.06873	3.99215	0	1.95374	1.14366	0.773822	0.644591	0	0	0	0.275066	0.597061	1.0061	1.69911	2.17124	0.603008	1.30379	0.986049	0	1.22162	0.713567
GH116	3.943	3.78151	3.61442	1.67628	1.99154	3.05996	0.821082	19.0433	6.27017	20.5589	12.6779	8.15506	10.4002	11.2721	10.8519	17.9465	17.4559	11.9764	16.6817	1.563	35.9109	29.1473	24.8168	0.236016	3.99503	2.32895	11.8278	16.4192	17.1037	3.96459	20.3554	19.5977	25.7282	18.3123	1.30844	28.9932	25.2127
GH117	5.83563	3.16272	1.89327	1.46674	1.54898	3.05996	0	9.28361	7.4102	7.7096	4.05694	7.04301	3.83164	3.31533	4.22017	59.9413	38.8305	31.0159	18.5353	6.64273	6.63322	5.15882	5.15673	0.236016	0.799006	0.517544	9.07717	20.8972	38.9864	5.6637	7.59935	5.42707	9.56114	6.76148	0	15.4739	19.9799
GH119	0	0	0	0.209534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.370705	0	0.686195	0.773822	0.805739	0	1.59801	0	0	0	0	0	0	0	0	0	0	0	0.237856
GH12	0.15772	0.137509	0	0	0.221282	0.169998	0	0	0	0.734247	0.507118	0	0	0	0	0.35893	0	0.307088	0.370705	0.390749	2.05858	1.03176	0.322296	0	0	0	0.550131	1.79118	0.125763	0	0.407108	0	0.0869195	0	0	0.325766	0.713567
GH120	2.83896	2.33766	0.946634	0.628603	0.442565	1.35998	0.273694	9.75969	6.27017	6.97535	6.08541	6.30164	4.9264	2.65226	2.41153	24.7662	14.9622	17.504	9.63833	6.64273	2.05858	2.32147	6.44591	0.236016	0.799006	0.258772	5.50131	13.7324	9.93524	3.96459	11.2633	4.22105	8.43119	8.73358	0	13.4379	13.7956
GH121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.781498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.71829	2.06353	0.966887	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH123	0.709739	0.550038	0.430288	0.209534	0.442565	0.679991	0	6.42712	0	4.40548	2.53559	0.741369	1.64213	3.31533	0.602881	11.8447	7.48111	6.14177	7.78481	3.51674	16.9261	13.9288	3.3841	0	4.79404	0	3.30079	5.67208	4.40169	0	7.46364	12.0602	9.64806	5.35284	0	5.2937	4.75711
GH125	0.709739	0.275019	0	0	0	0.339995	0	1.19021	0.570015	1.10137	0.507118	1.85342	0.547377	0.663065	0	5.02502	1.78122	0.921265	1.48282	2.34449	0.457463	1.03176	0.966887	0	6.39205	0	0.825197	2.08972	1.50915	1.69911	0.135703	0.603008	0.695356	0.140864	0	0.814416	0.237856
GH126	0	0.0687547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.390749	0.457463	0.773822	0.161148	0	0.799006	0	0	0	0	0	0	0	0.173839	0	0	0.0814416	0
GH127	2.44466	1.92513	1.29086	0.838138	0.663847	1.01999	0.547388	25.7085	3.42009	19.0904	14.1993	5.56027	15.8739	11.2721	16.2778	29.7912	22.4433	23.9529	28.5443	10.941	28.134	22.9567	20.1435	0.236016	11.9851	1.55263	12.653	28.9575	27.2905	4.53096	32.1615	21.1053	38.2446	29.5815	1.96266	36.8116	32.8241
GH128	1.34062	1.78762	1.20481	1.25721	1.54898	1.35998	0.547388	0.476083	1.14003	0.734247	0	0	0.547377	0	0.602881	5.74288	1.42497	5.2205	1.48282	1.17225	0.914926	0.515882	1.12803	0.472032	0.799006	1.03509	0.550131	1.49265	2.13796	6.79644	2.03554	1.80902	1.56455	1.54951	0	2.44325	1.90285
GH129	0	0.0687547	0.344231	0	0	0	0.273694	8.33145	0	4.77261	0.507118	1.11205	1.64213	1.32613	0.602881	0.35893	0.712486	0.307088	1.11212	1.563	7.09068	6.70646	3.06181	0	0	0	3.57585	8.95592	1.38339	0	2.98546	4.52256	5.38901	4.50765	0	4.39784	5.94639
GH13	4.3373	2.26891	1.97933	0.628603	1.54898	2.03997	1.09478	6.18907	1.14003	4.77261	10.1424	2.96548	7.66328	7.95678	10.249	24.7662	21.0183	18.1182	15.9403	22.2727	37.512	33.0164	48.5055	0	47.1414	0	3.85092	9.55298	18.6129	23.2212	7.19224	4.82406	5.8236	5.21197	4.57955	13.275	17.1256
GH130	45.9753	39.1902	37.6072	36.2495	49.346	52.5293	38.5909	157.107	106.023	183.929	181.041	125.291	178.445	208.866	191.716	112.704	122.191	79.5359	118.996	57.4401	202.885	199.388	129.885	27.1418	198.153	43.2149	109.751	184.791	84.3867	47.0087	130.275	170.048	140.375	142.695	113.18	131.61	173.397
GH133	3.31212	3.09396	2.15144	0.838138	1.32769	2.03997	6.56866	26.6606	7.98021	32.3069	26.8772	12.6033	25.1794	33.8163	25.321	24.4072	28.8557	12.5906	28.5443	12.8947	47.8049	52.362	43.0265	1.18008	27.9652	2.84649	9.6273	24.778	18.8644	18.6902	15.4701	18.6932	20.1653	16.1994	1.96266	31.5179	39.9598
GH135	0.23658	0.206264	1.03269	0.209534	0.663847	0	0.273694	1.19021	0.570015	0	0	0.370685	0	0	0	0.35893	0.356243	0	1.11212	0.781498	1.82985	1.54764	2.09492	0	1.59801	1.55263	0	0.895592	0.628813	1.13274	0.135703	0.301504	1.21687	0.563456	0	0.488649	0.237856
GH136	2.20808	1.71887	2.06538	0.209534	0.885129	1.86998	0.273694	11.9021	0.570015	2.56987	1.52135	1.48274	0	0	0	8.97325	3.91868	5.52759	4.44846	2.73524	8.6918	7.73822	10.4746	0	1.59801	0.517544	11.2777	16.1207	8.30033	6.79644	14.6559	2.41203	10.9519	9.15617	1.30844	10.9132	10.2278
GH137	1.10404	0.893811	0.344231	0.209534	1.10641	1.01999	0	1.66629	0.570015	2.56987	2.02847	1.48274	2.18951	1.32613	1.80864	7.89646	7.48111	8.59847	3.33635	1.563	5.03209	3.09529	5.15673	0	0.799006	0.517544	1.37533	4.17943	6.28813	0	2.98546	2.41203	4.43289	2.53555	0.654221	6.43388	8.32495
GH138	0.0788599	0.137509	0	0	0	0.339995	0	2.61845	0	0.734247	0	0	0	0	0	20.8179	5.69989	1.84253	1.11212	1.95374	1.37239	0.515882	2.57836	0	0	0	2.20053	4.17943	7.0427	0.56637	6.51373	2.71353	4.25905	2.95815	0.654221	2.76901	2.85427
GH139	0.23658	0.137509	0	0	0	0.339995	0	0.714124	0	0.734247	0.507118	0	0	0.663065	0	13.9983	5.34365	5.2205	3.33635	0.390749	3.43097	1.54764	1.93377	0	1.59801	0	0.825197	3.28384	3.39559	1.13274	7.05654	4.22105	6.60588	4.93024	0	4.15352	2.1407
GH13_1	0.3943	0.0687547	0	0	0	0.169998	0	0	0	0	0	0.370685	0	0	0	1.07679	0.712486	1.22835	1.48282	0	1.60112	0.515882	1.93377	0	3.19602	0	0.275066	0	0.50305	0	0	0.301504	0.260758	0.140864	0	0.0814416	0.237856
GH13_10	2.68124	3.57525	3.44231	2.51441	3.09795	3.22996	5.20019	4.76083	2.85008	2.93699	5.57829	2.59479	7.66328	10.609	7.83746	19.0233	13.181	16.2757	12.604	21.4912	8.23434	9.02793	16.7594	2.36016	16.7791	5.95175	4.12598	3.8809	11.0671	10.1947	7.05654	2.41203	3.5637	1.40864	5.23377	4.96794	7.37353
GH13_11	26.9701	18.77	12.9086	11.7339	23.0134	24.4797	9.85299	13.0923	5.70015	10.2795	20.2847	7.41369	10.9475	11.2721	7.83746	27.6376	39.8992	47.5987	37.8119	76.9775	16.6974	13.6709	18.2097	2.36016	17.5781	8.53947	7.15171	6.56768	51.8142	65.699	15.3344	6.63308	10.3434	10.4239	15.0471	13.1935	17.6013
GH13_12	0.0788599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.356243	0.614177	0.370705	0.390749	0	0	0.805739	0	0.799006	0	0	0	0.251525	0	0	0	0	0	0	0	0
GH13_13	3.1544	1.5126	0.774519	2.72395	0.221282	0.339995	0	2.8565	2.28006	3.67124	9.63524	3.70685	4.9264	5.30452	3.01441	0.35893	3.91868	3.99215	2.59494	3.90749	1.37239	1.2897	1.45033	0	1.59801	0	0	0.597061	11.3186	13.0265	0.407108	0	0	0	0	2.60613	2.1407
GH13_14	3.5487	2.54392	2.15144	1.04767	0.885129	2.37997	0.273694	3.80866	3.99011	4.03836	3.54982	3.33616	2.73689	3.97839	2.41153	11.1268	8.19359	10.1339	6.30199	20.7097	8.46307	8.51205	19.3377	0.708048	58.3274	0.258772	1.10026	2.98531	5.91084	3.39822	2.03554	1.80902	0.608436	0.422592	1.96266	4.15352	6.18425
GH13_15	0.31544	0.0687547	0.0860576	0	0	0	0	0	0	0	0	0.741369	0	0	0	0	0.356243	0.307088	0	0	0	0	0.161148	0	0	0	0	0	0.125763	2.26548	0	0	0	0	0	0.0814416	0
GH13_16	2.60238	3.43774	2.49567	3.56208	4.64693	4.92993	3.28433	1.90433	0.570015	5.87398	8.11388	3.70685	8.75804	10.609	6.02881	8.25539	6.41238	3.99215	7.0434	10.5502	9.60673	8.76999	11.2803	0.944064	4.79404	4.14035	4.67612	3.58237	12.5763	5.6637	4.34248	3.01504	3.38986	2.67642	0.654221	6.02668	5.94639
GH13_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.390749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH13_18	11.6713	9.69442	4.04471	9.21951	10.6216	13.2598	1.91586	14.7586	9.69026	22.3945	24.8488	17.4222	24.0846	29.8379	27.7325	38.7644	40.2555	37.1577	34.8463	26.5709	34.3097	32.5005	37.7086	0.708048	62.3225	3.88158	12.9281	16.7177	52.1915	52.6724	7.19224	13.2662	12.6033	9.71962	1.96266	25.7355	34.4891
GH13_19	2.7601	1.10008	0.860576	1.67628	1.54898	2.20997	0	0.476083	0	0.734247	0.507118	1.48274	0	0.663065	0	19.0233	9.97481	12.8977	1.85353	10.5502	0.914926	0.257941	3.7064	0	3.19602	0.258772	0.275066	0.298531	3.0183	3.39822	0.271405	0	0.173839	0	1.30844	0.977299	0.951423
GH13_2	2.52352	1.5126	0.774519	0.628603	0.885129	1.01999	0	0.714124	0	0.734247	0.507118	0	0.547377	0.663065	1.80864	2.87144	3.20619	3.07088	1.85353	1.17225	2.28732	1.54764	4.35099	0	0.799006	0.517544	1.37533	0.895592	5.0305	10.1947	0.678513	0.301504	0.260758	0.140864	0	0.895857	3.09212
GH13_20	5.44134	2.75019	3.01202	2.09534	2.43411	2.20997	1.09478	5.71299	4.56012	16.5206	25.3559	8.89643	24.0846	33.1533	25.321	22.9715	21.3746	17.504	18.5353	36.3397	31.1075	36.8855	32.0684	0.708048	50.3374	2.84649	8.8021	10.7471	15.5946	14.1593	4.20678	4.22105	4.25905	2.67642	0.654221	17.0213	17.8392
GH13_21	0.0788599	0	0.172115	0.209534	0	0.169998	0.273694	0	0	0	1.01424	0	1.09475	0	1.20576	1.07679	0.712486	2.7638	2.96564	8.98723	0.686195	0.773822	0.644591	0	0	0	0	0.895592	0.125763	0	0.135703	0	0	0	0	0.162883	0.475711
GH13_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.356243	0.614177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH13_23	4.88932	5.22536	5.85192	5.44789	7.74488	6.62991	4.6528	5.47495	5.13014	14.6849	18.2562	13.3446	16.4213	20.555	18.6893	19.3822	18.8809	24.5671	8.15551	32.8229	11.4366	11.0915	8.05739	0.708048	28.7642	3.88158	5.77638	7.46327	12.702	19.2566	6.92083	3.31654	5.56285	4.36679	5.23377	10.3431	11.4171
GH13_24	0	0.0687547	0	0.209534	0	0.169998	0	0.238041	0	0	0	0	0	0	0	0	0	0	0.74141	0	0	0.515882	0.322296	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH13_26	1.49834	1.99389	1.97933	2.09534	2.21282	2.20997	3.28433	2.61845	0.570015	0.367124	1.01424	2.22411	2.18951	2.65226	2.41153	0	0.712486	0	2.59494	11.3317	0.914926	1.2897	0.322296	1.65211	3.99503	5.69298	1.65039	1.49265	3.0183	5.6637	5.2924	2.71353	3.38986	1.40864	3.2711	1.05874	0.237856
GH13_27	0	0.137509	0.0860576	0.628603	0.221282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.322296	0	0	0	0	0	0.251525	0.56637	0	0	0	0	0	0	0
GH13_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.07974	0	0	0	0	0.799006	0	0	0	0	0	0	0	0	0	0	0	0
GH13_29	0.0788599	0.0687547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.356243	0	0	10.1595	0	0.257941	0.644591	0.236016	3.19602	0	0	0	0	0	0.678513	0	0	0	0	0	0
GH13_3	7.49169	5.29411	4.90528	6.28603	7.5236	8.49989	3.28433	9.75969	4.56012	5.50685	4.56406	7.04301	8.21066	13.2613	7.23458	21.8947	18.5246	20.882	25.5787	21.8819	13.9526	12.897	18.0486	2.12414	25.5682	5.69298	4.40105	6.26915	18.6129	15.292	2.98546	3.31654	3.21602	2.53555	3.2711	10.1802	15.9363
GH13_30	0.788599	0.893811	0.602403	0	2.43411	1.01999	0.273694	0	0.570015	0	0	0	0	0	0	3.23037	1.42497	8.59847	1.11212	21.4912	0	0	0	0	0	0.258772	0.275066	0	0.880338	1.69911	0.135703	0	0.0869195	0.140864	0	0.0814416	0
GH13_31	0.946319	0.618793	0.258173	0.838138	0.442565	0.339995	0	0	0	0.367124	1.52135	1.11205	2.18951	3.97839	1.80864	8.97325	4.98741	5.2205	0.74141	30.8692	0.686195	1.2897	4.0287	0.236016	37.5533	0.258772	0	0.298531	1.38339	3.39822	1.35703	1.50752	0.956114	1.9721	0	0.814416	2.1407
GH13_32	1.65606	0.618793	0.0860576	0	0.663847	1.01999	0.273694	0.714124	0.570015	0.734247	0	0.741369	0	0	0	0.35893	0.712486	0.921265	0.74141	2.34449	0.228732	0	1.12803	0	1.59801	0.258772	0	0	1.88644	3.96459	0.271405	0	0	0.140864	0	0.162883	0.951423
GH13_33	1.34062	1.44385	1.03269	0.838138	1.32769	1.52998	0	2.38041	0.570015	0.734247	0	0.370685	0.547377	0	1.20576	0	1.06873	0.307088	0.74141	2.73524	0.457463	0.257941	0.483443	0.472032	0	0.517544	4.67612	0.895592	0.125763	0	1.89984	1.50752	2.52066	0.986049	0.654221	0.651533	0.237856
GH13_36	3.62756	1.71887	1.20481	1.67628	1.32769	1.52998	0.273694	2.8565	3.42009	5.50685	11.1566	6.30164	13.1371	11.9352	10.249	8.97325	13.5372	9.51974	10.7504	5.07974	8.92053	6.70646	14.9867	0.708048	29.5632	0.517544	1.92546	3.8809	10.1868	7.92919	1.49273	1.80902	2.52066	1.83123	0	7.65551	7.37353
GH13_37	0.0788599	0.137509	0.0860576	0	0	0.339995	0	0	0	0	0	0	0	0	0	0.35893	0	0	0	0	0	0.515882	3.22296	0	0	0	0.275066	0	0.125763	0.56637	0	0	0.173839	0.281728	0	0.0814416	0
GH13_38	6.46651	3.16272	0.774519	0.628603	4.20436	5.09993	0	0.714124	0.570015	1.10137	0	1.48274	0.547377	0.663065	1.20576	24.4072	16.3872	31.0159	4.44846	7.81498	2.28732	2.57941	5.64017	0.236016	10.3871	0	0.275066	0.895592	8.80338	16.4247	0.271405	0.301504	0.260758	0.704321	0	2.28036	4.04355
GH13_39	0.15772	0	0.0860576	0	0	0	0	0	0	2.56987	7.60676	0	3.83164	5.96759	6.02881	2.15358	0.712486	0.614177	0.370705	19.9282	1.14366	1.2897	1.93377	0	2.39702	0	0	0.298531	0.125763	0	0.407108	0	0.347678	0.422592	0	0.488649	0.475711
GH13_4	2.3658	1.71887	0.430288	0.209534	1.99154	2.54997	0	1.42825	0.570015	2.20274	4.56406	1.48274	1.09475	0	0.602881	11.1268	15.6747	15.0473	7.4141	24.2264	0.686195	1.03176	1.61148	0	3.99503	0	0	0.597061	24.7752	27.1858	0.54281	0	0.521517	0.422592	0	1.38451	2.61641
GH13_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.356243	0	0	0.390749	0	0	0.161148	0	0	0	0	0	0	0	0.135703	0	0	0	0	0	0
GH13_41	0	0.0687547	0	0	0	0	0	0.238041	0	0	0.507118	0.370685	0	0	0	0.71786	3.56243	1.22835	0.74141	0.781498	0.228732	0.515882	0.322296	0	4.79404	0	0.275066	0.298531	3.52135	0.56637	0	0	0	0	0	0.0814416	0.237856
GH13_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59494	0.781498	0	0.257941	1.12803	0	0	0	0	0	0.125763	0	0	0	0	0	0	0	0.237856
GH13_5	0.0788599	0.0687547	0	0	0	0	0	0.238041	0.570015	0	0	0	0	0	0	0.35893	1.42497	0	2.96564	9.76872	0.914926	0.515882	1.61148	0.236016	0.799006	0.258772	0	0.597061	4.40169	7.92919	0.135703	0	0.0869195	0.140864	0	0.407208	0
GH13_6	0.0788599	0.275019	0.0860576	0.209534	0	0	0	0.238041	0	0	0.507118	0.370685	1.09475	0.663065	1.20576	0	0	0	0.74141	0	0.686195	0.257941	0.483443	0	2.39702	0.258772	0.275066	0.298531	0.880338	1.13274	0.271405	0.301504	0.0869195	0.140864	0	0.488649	0.475711
GH13_7	0.47316	0.343774	0.172115	0	0	0.169998	0	0.714124	0.570015	0	0.507118	1.48274	0	0	0	1.07679	1.42497	2.45671	1.11212	2.34449	1.60112	1.54764	4.35099	0	3.19602	0	0.275066	1.79118	1.13186	0.56637	0.135703	0.301504	0.608436	1.83123	0	1.30307	0.237856
GH13_8	2.60238	2.68143	0.860576	0.628603	1.54898	3.22996	0	11.426	2.85008	4.03836	5.07118	6.67232	13.6844	10.609	8.44034	22.6126	19.2371	19.3466	14.4575	3.51674	11.4366	9.54381	25.4614	0.236016	16.7791	0	1.10026	4.17943	16.4749	14.7256	1.76413	1.50752	3.04218	2.11296	0	9.36578	16.6499
GH13_9	38.7991	31.7647	22.9774	25.5632	34.2988	37.3995	17.5164	32.1356	24.5107	14.6849	17.242	27.06	13.6844	14.5874	10.249	52.7627	52.3678	65.1027	36.6998	99.641	24.703	20.3773	28.5232	6.84447	47.9404	21.7368	15.1286	14.628	63.1328	84.9556	13.0275	9.04511	11.7341	10.8465	17.664	17.3471	19.742
GH14	0.31544	0.206264	0.0860576	0	0	0	0	0.476083	0	0	0	0.370685	0	0	0	0	0	0	0.370705	0	0	0	1.12803	0	1.59801	0	0	0	0.125763	0	0.678513	0	0	0	0	0	0
GH140	1.10404	1.99389	1.46298	0.419069	1.10641	1.86998	1.09478	15.2346	3.42009	15.0521	15.2135	5.93095	9.30542	9.28291	7.83746	20.1001	18.5246	10.1339	20.0181	13.2855	19.6709	14.1867	17.5651	0.944064	7.19105	0.517544	10.1774	20.0016	30.183	7.36282	16.9628	17.1857	20.4261	12.8186	1.96266	17.9986	20.9313
GH141	2.83896	2.40642	1.72115	0.838138	1.77026	2.20997	0	20.2335	2.85008	9.54521	6.08541	3.70685	6.56853	3.31533	7.23458	42.3537	20.6621	23.6458	16.6817	5.47049	19.8996	16.5082	15.309	0	7.19105	0.517544	8.52703	25.3751	16.9779	6.23007	49.9386	18.6932	32.9425	21.1296	0	26.4685	17.1256
GH142	0.867459	1.58136	0.860576	0.628603	1.32769	1.01999	0.547388	5.23691	0.570015	3.67124	2.53559	1.11205	0	1.32613	0	7.1786	1.78122	10.441	2.22423	0.781498	3.43097	4.12705	1.93377	0.236016	0.799006	0.776315	2.47559	4.77649	4.27593	1.69911	1.89984	2.71353	4.69365	2.25383	1.30844	2.68757	3.32998
GH143	0.630879	0.275019	0.172115	0	0.663847	0.339995	0	1.19021	0	1.10137	0.507118	0.370685	0	0	0	2.87144	1.78122	2.14962	1.48282	1.17225	0.228732	0	0.161148	0	0	0	0.550131	3.58237	4.90474	0	0.949918	1.20602	4.17213	4.08506	0	1.87316	2.85427
GH144	3.1544	2.81894	1.20481	0.628603	1.10641	2.03997	0.273694	7.14124	2.28006	4.40548	13.6922	3.33616	10.9475	13.2613	13.2634	16.5108	14.606	14.4332	10.009	41.8101	14.6388	15.2185	9.50772	0.236016	29.5632	1.03509	4.40105	10.7471	10.061	3.96459	4.61389	3.61805	4.17213	3.09901	0.654221	10.0173	17.1256
GH145	2.3658	1.37509	1.54904	1.04767	1.54898	1.01999	0.273694	9.52165	6.84018	9.91234	6.59253	8.15506	5.47377	5.30452	6.02881	11.1268	9.97481	20.5749	18.1646	5.07974	6.17575	7.22234	4.83443	0	2.39702	0.776315	9.07717	16.4192	17.481	6.23007	6.64943	9.94962	7.90967	5.63456	2.61688	11.0761	14.9849
GH146	0.709739	0.962566	0.860576	0.838138	0.663847	0.679991	0.547388	7.61732	2.85008	3.30411	2.53559	1.85342	0.547377	0.663065	1.20576	16.8697	7.48111	11.9764	7.78481	0.781498	5.03209	5.15882	2.57836	0	0	0.258772	3.57585	6.56768	7.41999	3.96459	10.042	7.53759	15.3847	10.2831	0.654221	12.6234	9.03852
GH147	0.15772	0	0	0	0	0	0	0.238041	0.570015	0	0	0	0	0	0	0.71786	0.356243	0.921265	0	0	0	0	0.161148	0	0	0	0.275066	0.597061	0.251525	0	0.54281	0	0.434597	0.422592	0	0.651533	0
