genome_id,metagenome_id,genome_length,num_contigs,n50,num_16s,num_5s,num_23s,num_trna,completeness,contamination,quality_score,mimag_quality,otu_id,ecosystem,ecosystem_category,ecosystem_type,habitat,longitude,latitude
3300012921_28,3300012921,3775024,25,311227,1,1,1,43,97.51,1.99,87.56,HQ,OTU-15390,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__GCA-2737725;s__,Terrestrial,Soil,Contaminated culture,-109.55,38.5733
3300017655_16,3300017655,3543564,16,281806,0,0,0,44,99.49,0.41,97.44,MQ,OTU-15151,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__;s__,Terrestrial,Soil,soil,-122.29,37.83
3300012840_9,3300012840,3045017,21,250821,0,0,0,43,99.14,0.29,97.69,MQ,OTU-1481,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Porphyrobacter_A;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300026953_1,3300026953,4004973,46,147080,0,0,0,43,98.99,0.43,96.84,MQ,OTU-14779,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__UBA6038;s__,Terrestrial,Soil,Tropical forest soil,-65,18
3300026932_1,3300026932,3938422,226,26164,0,0,0,41,95.8,1.3,89.3,MQ,OTU-14779,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__UBA6038;s__,Terrestrial,Soil,Tropical forest soil,-65,18
3300026934_2,3300026934,4434546,358,18348,0,0,0,41,94.52,2.61,81.47,MQ,OTU-14779,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__UBA6038;s__,Terrestrial,Soil,Tropical forest soil,-65,18
3300026947_2,3300026947,3831430,76,103448,0,0,0,40,92.9,0.85,88.65,MQ,OTU-14779,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__UBA6038;s__,Terrestrial,Soil,Tropical forest soil,-65,18
3300026988_3,3300026988,3422418,186,24318,0,0,0,33,90.29,0.43,88.14,MQ,OTU-14779,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__UBA6038;s__,Terrestrial,Soil,Tropical forest soil,-65,18
3300027019_5,3300027019,3232072,454,8149,1,1,1,33,81.92,3.48,64.52,MQ,OTU-14779,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__UBA6038;s__,Terrestrial,Soil,Tropical forest soil,-65,18
3300011227_1,3300011227,3100573,331,11626,0,1,0,42,82.87,1.52,75.27,MQ,OTU-14249,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_F;s__,Terrestrial,Soil,Glacier forefield soil,12.2542,78.9278
3300025479_5,3300025479,3103686,502,6635,0,0,0,31,77.45,3.32,60.85,MQ,OTU-1393,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__,Terrestrial,Soil,Arctic peat soil,-156.61,71.2999
3300011998_6,3300011998,2369668,265,10471,1,1,1,35,85.83,4.36,64.03,MQ,OTU-1388,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__Methyloceanibacter sp1,Terrestrial,Soil,Permafrost,NULL,NULL
3300012865_7,3300012865,4815014,52,161739,0,0,0,50,99.48,1.8,90.48,MQ,OTU-13749,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012864_9,3300012864,4868030,54,161767,0,0,0,50,99.36,1.77,90.51,MQ,OTU-13749,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012808_7,3300012808,4570582,50,151998,0,0,0,49,99.23,0.73,95.58,MQ,OTU-13749,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012878_4,3300012878,4471974,46,144249,0,0,0,49,99.12,0.73,95.47,MQ,OTU-13749,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012833_6,3300012833,4567425,64,103090,1,0,0,51,98.89,0.73,95.24,MQ,OTU-13749,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012856_7,3300012856,4426340,62,125823,0,0,0,46,86.38,1.31,79.83,MQ,OTU-13749,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012808_9,3300012808,3512177,66,93347,0,0,0,42,99.21,0,99.21,MQ,OTU-13741,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012842_12,3300012842,3625671,31,216464,0,0,0,44,98.61,1.09,93.16,MQ,OTU-13741,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012816_12,3300012816,3491128,45,141135,0,0,0,44,98.48,0.86,94.18,MQ,OTU-13741,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012840_7,3300012840,3205377,224,19361,2,1,1,47,96.86,1.86,87.56,HQ,OTU-13710,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas sp2,Terrestrial,Soil,soil,-89.4011,43.073
3300012862_13,3300012862,3241792,235,19088,0,1,1,47,94.67,4.62,71.57,MQ,OTU-13710,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas sp2,Terrestrial,Soil,soil,-89.4011,43.073
3300014056_2,3300014056,2793820,528,5320,1,2,2,25,79.23,2.17,68.38,MQ,OTU-13441,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocapsa;s__,Terrestrial,Soil,Permafrost,NULL,NULL
3300015158_3,3300015158,5453520,161,49902,1,0,0,45,98.73,0.4,96.73,MQ,OTU-13438,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__PH10;s__,Terrestrial,Soil,Glacier forefield soil,-50.064,67.1565
3300012942_71,3300012942,1219363,56,27913,1,1,1,38,86.55,0,86.55,MQ,OTU-13378,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1280;f__UBA6156;g__UBA6156;s__,Terrestrial,Soil,compost,-122.29,37.83
3300010403_20,3300010403,2772442,309,12197,1,1,1,39,87.9,3.17,72.05,MQ,OTU-13092,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__,Terrestrial,Soil,Terrestrial soil,-85.3708,42.3938
3300010399_32,3300010399,2163912,232,12485,0,1,1,39,80.47,1.72,71.87,MQ,OTU-13092,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__,Terrestrial,Soil,Terrestrial soil,-85.3708,42.3938
3300012822_5,3300012822,2860112,9,541976,0,2,0,45,100,0,100,MQ,OTU-13062,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas sp8,Terrestrial,Soil,soil,-89.4011,43.073
3300012859_13,3300012859,2860744,21,219153,0,2,1,45,99.84,0.11,99.29,MQ,OTU-13062,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas sp8,Terrestrial,Soil,soil,-89.4011,43.073
3300012860_3,3300012860,4998234,33,426181,1,1,1,47,98.29,1.16,92.49,HQ,OTU-12948,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__62-47;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300027940_1,3300027940,2820067,95,44624,1,0,0,39,91.75,0.43,89.6,MQ,OTU-12231,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SL26;f__SL26;g__UBA11222;s__,Terrestrial,Soil,Sand,-119.272,46.372
3300027968_52,3300027968,2787129,80,55338,1,0,0,39,80.56,1.32,73.96,MQ,OTU-12142,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocapsa;s__,Terrestrial,Soil,Surface soil,-76.3402,40.7999
3300025574_7,3300025574,3193443,89,57743,2,1,1,44,97.71,1.13,92.06,HQ,OTU-12055,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__,Terrestrial,Soil,Arctic peat soil,-156.61,71.2999
3300012804_5,3300012804,4007844,556,8339,0,0,0,34,85.64,1.96,75.84,MQ,OTU-11854,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__P6BS-III;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012804_4,3300012804,5347952,380,19623,0,0,0,49,90.15,3.79,71.2,MQ,OTU-11853,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300027459_1,3300027459,2765671,129,34543,1,0,0,41,91.72,2.29,80.27,MQ,OTU-11770,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ga0077548;s__,Terrestrial,Soil,Soil,-89.32,43.42
3300026859_1,3300026859,4962468,646,9937,1,0,0,30,88.66,3.02,73.56,MQ,OTU-11608,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__,Terrestrial,Soil,Tropical forest soil,-65,18
3300026895_1,3300026895,3771959,423,11130,0,0,0,26,88.06,4.09,67.61,MQ,OTU-11608,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__,Terrestrial,Soil,Tropical forest soil,-65,18
3300026847_1,3300026847,3208095,430,9003,1,0,0,23,83.86,2.19,72.91,MQ,OTU-11608,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__,Terrestrial,Soil,Tropical forest soil,-65,18
3300026817_1,3300026817,3410048,456,8691,1,0,0,16,82.82,2.21,71.77,MQ,OTU-11608,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__,Terrestrial,Soil,Tropical forest soil,-65,18
3300026959_1,3300026959,3434060,392,11094,0,0,0,25,80.45,4.06,60.15,MQ,OTU-11608,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__,Terrestrial,Soil,Tropical forest soil,-65,18
3300026845_1,3300026845,3112833,453,7592,1,0,0,18,78.91,1.64,70.71,MQ,OTU-11608,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__,Terrestrial,Soil,Tropical forest soil,-65,18
3300026909_1,3300026909,3110205,399,9222,1,0,0,22,78.67,2,68.67,MQ,OTU-11608,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__,Terrestrial,Soil,Tropical forest soil,-65,18
3300027680_6,3300027680,3070835,461,7341,1,0,0,18,77.77,3.4,60.77,MQ,OTU-11608,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__,Terrestrial,Soil,Tropical forest soil,-65,18
3300026823_1,3300026823,2834356,427,7738,1,0,0,22,77.21,2.06,66.91,MQ,OTU-11608,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__,Terrestrial,Soil,Tropical forest soil,-65,18
3300027703_6,3300027703,2575025,393,7633,1,0,0,16,75.25,1.75,66.5,MQ,OTU-11608,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__,Terrestrial,Soil,Tropical forest soil,-65,18
3300025921_36,3300025921,3070239,285,15104,1,0,1,44,88.48,2.7,74.98,MQ,OTU-1151,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__UBA6038;s__,Terrestrial,Soil,Corn rhizosphere,-85.3738,42.3948
3300015204_25,3300015204,2259702,175,17523,1,0,0,32,86.38,1.3,79.88,MQ,OTU-11454,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__,Terrestrial,Soil,Glacier forefield soil,-50.0184,67.163
3300027330_4,3300027330,3630317,535,7833,1,0,0,20,78.25,4.89,53.8,MQ,OTU-11410,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__,Terrestrial,Soil,Tropical forest soil,-65,18
3300010042_15,3300010042,3207444,14,334960,1,1,1,33,84.96,0,84.96,MQ,OTU-11232,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__,Terrestrial,Soil,Serpentine soil,-122.427,38.8723
3300023059_6,3300023059,4829584,157,84234,0,0,0,49,100,3.04,84.8,MQ,OTU-11195,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum_A;s__,Terrestrial,Soil,enriched soil aggregate,-93,42
3300012879_7,3300012879,4356894,85,77002,0,0,0,47,98.25,0.8,94.25,MQ,OTU-11166,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__GCF_002708645.1,Terrestrial,Soil,soil,-89.4011,43.073
3300025504_3,3300025504,4402550,216,30370,1,0,0,35,96.93,1.75,88.18,MQ,OTU-1079,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,Terrestrial,Soil,Arctic peat soil,-156.61,71.2999
3300025588_3,3300025588,4192979,308,17280,1,1,1,32,93.06,1.79,84.11,MQ,OTU-1079,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,Terrestrial,Soil,Arctic peat soil,-156.61,71.2999
3300027853_8,3300027853,6408386,99,100562,0,0,0,58,99.57,1.32,92.97,MQ,OTU-10779,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales;f__Elsteraceae;g__;s__,Terrestrial,Soil,Soil,NULL,NULL
3300027546_1,3300027546,4636153,704,7176,0,0,0,36,78.08,4.33,56.43,MQ,OTU-10665,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,Terrestrial,Soil,Forest soil,-120.64,38.88
3300027738_4,3300027738,3994803,553,8362,0,1,0,29,76.34,4.5,53.84,MQ,OTU-10665,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,Terrestrial,Soil,Forest soil,-120.64,38.88
3300016445_6,3300016445,3833669,352,16313,0,0,0,42,91.38,3.57,73.53,MQ,OTU-10505,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__;s__,Terrestrial,Soil,Soil,-65.8172,18.321
3300014493_13,3300014493,1769592,164,15521,0,0,0,18,75.5,1.04,70.3,MQ,OTU-10470,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__,Terrestrial,Soil,Bog,19.05,68.35
3300011244_1,3300011244,5525864,82,120847,2,1,2,50,98,1.03,92.85,HQ,OTU-10096,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__PH10;s__,Terrestrial,Soil,Glacier forefield soil,12.3322,78.9789
3300012860_6,3300012860,3563280,13,391003,0,2,0,40,100,0.98,95.1,MQ,OTU-12949,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Castellaniella;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300017540_13,3300017540,2908027,99,40701,0,0,0,36,100,0.61,96.95,MQ,OTU-1454,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__SCGC-AAA027-K21;s__,Terrestrial,Soil,compost,-122.29,37.83
3300012921_15,3300012921,5277739,49,218824,0,0,0,42,100,0.95,95.25,MQ,OTU-7303,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Ga0077523;g__Ga0077523;s__,Terrestrial,Soil,Contaminated culture,-109.55,38.5733
3300021057_4,3300021057,3877488,138,56515,1,2,0,37,99.88,2.55,87.13,MQ,OTU-2766,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylocaldum;s__,Terrestrial,Soil,soil,-116.255,33.305
3300024305_1,3300024305,4556485,38,213973,0,4,0,0,99.86,0.14,99.16,MQ,OTU-1759,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A stutzeri,Terrestrial,Soil,saline wetland,-96.6766,40.8786
3300020131_5,3300020131,5284786,179,64772,2,2,1,47,99.75,3.75,81,HQ,OTU-5162,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylocaldum;s__,Terrestrial,Soil,soil,-116.255,33.3049
3300012801_1,3300012801,6550804,49,237993,0,2,0,45,99.74,0.06,99.44,MQ,OTU-16212,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Variovorax;s__Variovorax paradoxus_D,Terrestrial,Soil,soil,-89.4011,43.073
3300020154_4,3300020154,5116461,46,202568,0,2,0,43,99.66,3.71,81.11,MQ,OTU-5686,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylocaldum;s__GCF_002005105.1,Terrestrial,Soil,soil,-116.255,33.3049
3300012864_11,3300012864,3621530,24,270173,0,0,0,44,99.66,0.37,97.81,MQ,OTU-3192,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300016445_5,3300016445,4353170,50,186568,0,1,0,40,99.65,0.47,97.3,MQ,OTU-10503,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Rhodoferax;s__,Terrestrial,Soil,Soil,-65.8172,18.321
3300016422_6,3300016422,4349660,40,223644,0,1,0,40,99.62,0.47,97.27,MQ,OTU-10503,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Rhodoferax;s__,Terrestrial,Soil,Soil,-65.8172,18.321
3300012796_1,3300012796,6789809,68,156193,0,2,0,47,99.62,0.06,99.32,MQ,OTU-16212,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Variovorax;s__Variovorax paradoxus_D,Terrestrial,Soil,soil,-89.4011,43.073
3300025703_9,3300025703,4291174,226,45914,1,2,2,62,99.57,3.66,81.27,HQ,OTU-16740,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__,Terrestrial,Soil,Arctic peat soil,-156.61,71.2999
3300020593_5,3300020593,4162157,40,203442,0,2,1,41,99.55,1.18,93.65,MQ,OTU-4479,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Candidimonas;s__,Terrestrial,Soil,compost,-122.29,37.83
3300012804_1,3300012804,6631337,50,204615,0,4,0,53,99.53,0.47,97.18,MQ,OTU-11855,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Achromobacter;s__Achromobacter denitrificans,Terrestrial,Soil,soil,-89.4011,43.073
3300012799_1,3300012799,6508154,33,329398,0,2,0,53,99.53,0.47,97.18,MQ,OTU-8396,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Achromobacter;s__GCF_001298955.1,Terrestrial,Soil,soil,-89.4011,43.073
3300012003_13,3300012003,3059889,77,74164,1,1,1,42,99.52,4.47,77.17,HQ,OTU-9138,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Gallionellaceae;g__Gallionella;s__GCA_002381565.1,Terrestrial,Soil,Permafrost,NULL,NULL
3300012844_4,3300012844,4907056,67,125577,1,7,0,71,99.48,0.38,97.58,MQ,OTU-7293,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Leclercia;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012856_6,3300012856,4920476,65,142588,0,7,0,72,99.48,0.45,97.23,MQ,OTU-7293,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Leclercia;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012853_5,3300012853,4863245,131,55959,0,6,0,70,99.45,0.85,95.2,MQ,OTU-7293,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Leclercia;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012821_4,3300012821,5627814,46,178438,0,2,0,57,99.43,0.5,96.93,MQ,OTU-6009,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012864_8,3300012864,4919149,56,178020,1,7,0,72,99.42,0.38,97.52,MQ,OTU-7293,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Leclercia;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012811_2,3300012811,5622608,43,178438,0,2,0,57,99.35,0.5,96.85,MQ,OTU-6009,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012840_3,3300012840,6663846,66,168085,0,4,0,55,99.33,0.23,98.18,MQ,OTU-16261,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Achromobacter;s__GCF_001299355.1,Terrestrial,Soil,soil,-89.4011,43.073
3300012790_1,3300012790,3275916,59,85587,0,0,0,47,99.31,0.04,99.11,MQ,OTU-1479,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012826_8,3300012826,3303767,8,1020748,0,2,0,47,99.31,0.34,97.61,MQ,OTU-1479,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012844_10,3300012844,3304495,12,836830,0,2,0,47,99.31,0.34,97.61,MQ,OTU-1479,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012838_9,3300012838,3304641,9,1020748,1,2,0,47,99.31,0.34,97.61,MQ,OTU-1479,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012796_5,3300012796,3303899,24,180671,0,2,0,47,99.31,0.37,97.46,MQ,OTU-1479,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300012791_1,3300012791,3285305,12,395314,0,0,0,47,99.31,0.04,99.11,MQ,OTU-1479,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;s__,Terrestrial,Soil,soil,-89.4011,43.073
3300005238_4,3300005238,3714308,40,158939,0,0,0,49,99.2,1.87,89.85,MQ,OTU-11778,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Herminiimonas;s__,Terrestrial,Soil,soil,151.235,-33.9179
3300012799_2,3300012799,6250610,50,238544,0,4,0,62,99.2,1.85,89.95,MQ,OTU-8398,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E putida,Terrestrial,Soil,soil,-89.4011,43.073
3300012830_4,3300012830,5382526,42,208334,2,5,0,66,99.15,1.65,90.9,MQ,OTU-7483,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Massilia;s__Massilia alkalitolerans,Terrestrial,Soil,soil,-89.4011,43.073
3300011969_2,3300011969,4102512,110,60683,1,1,1,43,99.14,0.5,96.64,HQ,OTU-17718,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Polaromonas;s__GCA_002413395.1,Terrestrial,Soil,Permafrost,NULL,NULL
